date,precipitation_mm,temperature_c,snow_depth_cm,place
2018-11-29,0.0,-33.1,69.7,Rovaniemi
2018-11-30,1.2,-34.2,70.0,Rovaniemi
2018-12-01,0.7,-33.8,70.0,Rovaniemi
2018-12-02,0.8,-39.6,70.0,Rovaniemi
2018-12-03,0.1,-29.7,70.0,Rovaniemi
2018-12-04,0.2,-28.4,70.0,Rovaniemi
2018-12-05,4.7,-32.0,70.0,Rovaniemi
2018-12-06,1.3,-35.3,70.0,Rovaniemi
2018-12-07,0.0,-36.7,70.0,Rovaniemi
2018-12-08,2.3,-36.7,70.0,Rovaniemi
2018-12-09,0.1,-33.9,70.0,Rovaniemi
2018-12-10,0.0,-33.2,70.0,Rovaniemi
2018-12-11,1.3,-37.5,70.0,Rovaniemi
2018-12-12,0.0,-36.0,70.0,Rovaniemi
2018-12-13,1.0,-32.8,70.0,Rovaniemi
2018-12-14,0.0,-36.2,70.0,Rovaniemi
2018-12-15,0.0,-35.7,70.0,Rovaniemi
2018-12-16,0.1,-32.6,70.0,Rovaniemi
2018-12-17,0.0,-33.0,70.0,Rovaniemi
2018-12-18,2.1,-34.0,70.0,Rovaniemi
2018-12-19,0.0,-38.6,70.0,Rovaniemi
2018-12-20,1.3,-38.6,70.0,Rovaniemi
2018-12-21,0.2,-37.7,70.0,Rovaniemi
2018-12-22,0.0,-37.2,70.0,Rovaniemi
2018-12-23,0.0,-35.3,70.0,Rovaniemi
2018-12-24,0.0,-36.0,70.0,Rovaniemi
2018-12-25,1.0,-36.1,70.0,Rovaniemi
2018-12-26,0.3,-36.3,70.0,Rovaniemi
2018-12-27,0.0,-37.8,70.0,Rovaniemi
2018-12-28,1.1,-36.6,70.0,Rovaniemi
2018-12-29,0.3,-29.3,70.0,Rovaniemi
2018-12-30,0.3,-33.5,70.0,Rovaniemi
2018-12-31,0.9,-35.1,70.0,Rovaniemi
2019-01-01,0.0,-39.3,70.0,Rovaniemi
2019-01-02,0.0,-38.0,70.0,Rovaniemi
2019-01-03,0.6,-35.5,70.0,Rovaniemi
2019-01-04,0.0,-31.9,70.0,Rovaniemi
2019-01-05,0.0,-34.6,70.0,Rovaniemi
2019-01-06,0.7,-34.5,70.0,Rovaniemi
2019-01-07,0.0,-32.2,70.0,Rovaniemi
2019-01-08,0.3,-37.3,70.0,Rovaniemi
2019-01-09,0.0,-31.2,70.0,Rovaniemi
2019-01-10,0.8,-35.5,70.0,Rovaniemi
2019-01-11,0.5,-31.5,70.0,Rovaniemi
2019-01-12,0.4,-30.1,70.0,Rovaniemi
2019-01-13,0.0,-36.4,70.0,Rovaniemi
2019-01-14,0.0,-33.9,70.0,Rovaniemi
2019-01-15,1.5,-31.8,70.0,Rovaniemi
2019-01-16,0.8,-34.3,70.0,Rovaniemi
2019-01-17,0.0,-34.0,70.0,Rovaniemi
2019-01-18,0.0,-34.2,70.0,Rovaniemi
2019-01-19,0.0,-37.6,70.0,Rovaniemi
2019-01-20,0.0,-30.1,70.0,Rovaniemi
2019-01-21,0.7,-35.1,70.0,Rovaniemi
2019-01-22,0.1,-38.1,70.0,Rovaniemi
2019-01-23,0.1,-29.5,70.0,Rovaniemi
2019-01-24,0.0,-30.7,70.0,Rovaniemi
2019-01-25,1.2,-35.0,70.0,Rovaniemi
2019-01-26,0.5,-28.7,70.0,Rovaniemi
2019-01-27,0.0,-29.5,70.0,Rovaniemi
2019-01-28,0.0,-30.9,70.0,Rovaniemi
2019-01-29,0.0,-31.5,70.0,Rovaniemi
2019-01-30,0.0,-30.7,70.0,Rovaniemi
2019-01-31,1.9,-29.6,70.0,Rovaniemi
2019-02-01,4.0,-31.8,70.0,Rovaniemi
2019-02-02,0.0,-26.8,70.0,Rovaniemi
2019-02-03,0.0,-27.9,70.0,Rovaniemi
2019-02-04,0.0,-29.3,70.0,Rovaniemi
2019-02-05,0.1,-24.3,70.0,Rovaniemi
2019-02-06,0.2,-29.1,70.0,Rovaniemi
2019-02-07,1.5,-24.2,70.0,Rovaniemi
2019-02-08,0.0,-27.0,70.0,Rovaniemi
2019-02-09,0.6,-25.5,70.0,Rovaniemi
2019-02-10,0.2,-28.0,70.0,Rovaniemi
2019-02-11,0.0,-31.5,70.0,Rovaniemi
2019-02-12,0.5,-25.2,70.0,Rovaniemi
2019-02-13,0.3,-29.1,70.0,Rovaniemi
2019-02-14,0.6,-27.3,70.0,Rovaniemi
2019-02-15,0.0,-25.2,70.0,Rovaniemi
2019-02-16,0.2,-26.7,70.0,Rovaniemi
2019-02-17,0.5,-24.8,70.0,Rovaniemi
2019-02-18,0.5,-23.9,70.0,Rovaniemi
2019-02-19,0.0,-27.7,70.0,Rovaniemi
2019-02-20,0.0,-22.9,70.0,Rovaniemi
2019-02-21,1.4,-24.8,70.0,Rovaniemi
2019-02-22,0.0,-25.6,70.0,Rovaniemi
2019-02-23,0.8,-27.5,70.0,Rovaniemi
2019-02-24,0.0,-26.0,70.0,Rovaniemi
2019-02-25,1.6,-21.7,70.0,Rovaniemi
2019-02-26,0.8,-21.3,70.0,Rovaniemi
2019-02-27,1.1,-19.7,70.0,Rovaniemi
2019-02-28,0.0,-16.3,70.0,Rovaniemi
2019-03-01,0.3,-16.8,70.0,Rovaniemi
2019-03-02,0.0,-17.3,70.0,Rovaniemi
2019-03-03,0.7,-16.5,70.0,Rovaniemi
2019-03-04,0.4,-18.6,70.0,Rovaniemi
2019-03-05,0.0,-18.2,70.0,Rovaniemi
2019-03-06,1.4,-14.4,70.0,Rovaniemi
2019-03-07,0.0,-17.3,70.0,Rovaniemi
2019-03-08,1.6,-16.8,70.0,Rovaniemi
2019-03-09,1.1,-14.1,70.0,Rovaniemi
2019-03-10,0.0,-17.3,70.0,Rovaniemi
2019-03-11,0.0,-16.5,70.0,Rovaniemi
2019-03-12,0.0,-19.2,70.0,Rovaniemi
2019-03-13,0.0,-16.5,70.0,Rovaniemi
2019-03-14,0.0,-15.7,70.0,Rovaniemi
2019-03-15,1.3,-15.2,70.0,Rovaniemi
2019-03-16,0.3,-12.1,70.0,Rovaniemi
2019-03-17,0.4,-16.2,70.0,Rovaniemi
2019-03-18,1.3,-9.5,70.0,Rovaniemi
2019-03-19,1.1,-18.0,70.0,Rovaniemi
2019-03-20,0.0,-10.9,70.0,Rovaniemi
2019-03-21,1.7,-10.0,70.0,Rovaniemi
2019-03-22,0.0,-9.9,70.0,Rovaniemi
2019-03-23,0.0,-8.4,70.0,Rovaniemi
2019-03-24,0.0,-11.3,70.0,Rovaniemi
2019-03-25,0.4,-7.2,70.0,Rovaniemi
2019-03-26,0.0,-11.6,70.0,Rovaniemi
2019-03-27,0.0,-11.0,70.0,Rovaniemi
2019-03-28,0.0,-3.9,70.0,Rovaniemi
2019-03-29,0.0,-8.2,70.0,Rovaniemi
2019-03-30,3.7,-5.9,70.0,Rovaniemi
2019-03-31,0.5,-6.6,70.0,Rovaniemi
2019-04-01,0.0,-5.6,70.0,Rovaniemi
2019-04-02,0.0,-12.0,70.0,Rovaniemi
2019-04-03,3.4,-5.7,70.0,Rovaniemi
2019-04-04,0.0,-6.2,70.0,Rovaniemi
2019-04-05,0.7,-3.4,70.0,Rovaniemi
2019-04-06,0.5,-7.4,70.0,Rovaniemi
2019-04-07,0.2,-2.0,70.0,Rovaniemi
2019-04-08,0.0,-7.6,70.0,Rovaniemi
2019-04-09,2.4,-5.3,70.0,Rovaniemi
2019-04-10,0.0,-7.7,70.0,Rovaniemi
2019-04-11,0.7,-6.1,70.0,Rovaniemi
2019-04-12,0.9,-3.0,70.0,Rovaniemi
2019-04-13,0.0,0.8,70.0,Rovaniemi
2019-04-14,0.0,-2.2,70.0,Rovaniemi
2019-04-15,0.7,-5.1,70.0,Rovaniemi
2019-04-16,4.4,-6.8,70.0,Rovaniemi
2019-04-17,0.4,0.6,70.0,Rovaniemi
2019-04-18,0.1,-2.4,70.0,Rovaniemi
2019-04-19,0.0,-1.7,70.0,Rovaniemi
2019-04-20,1.9,2.7,66.5,Rovaniemi
2019-04-21,0.6,0.0,66.5,Rovaniemi
2019-04-22,0.2,-0.0,66.7,Rovaniemi
2019-04-23,0.0,1.5,66.7,Rovaniemi
2019-04-24,0.4,5.1,51.1,Rovaniemi
2019-04-25,1.7,2.4,49.1,Rovaniemi
2019-04-26,0.4,-3.3,49.3,Rovaniemi
2019-04-27,0.0,0.4,49.3,Rovaniemi
2019-04-28,0.0,2.1,49.0,Rovaniemi
2019-04-29,0.0,5.3,32.7,Rovaniemi
2019-04-30,2.1,0.3,32.7,Rovaniemi
2019-05-01,0.4,4.1,22.1,Rovaniemi
2019-05-02,0.0,3.9,12.8,Rovaniemi
2019-05-03,0.3,6.9,0.0,Rovaniemi
2019-05-04,0.2,2.2,0.0,Rovaniemi
2019-05-05,0.0,5.4,0.0,Rovaniemi
2019-05-06,0.0,9.1,0.0,Rovaniemi
2019-05-07,0.7,7.8,0.0,Rovaniemi
2019-05-08,0.0,7.3,0.0,Rovaniemi
2019-05-09,0.8,5.3,0.0,Rovaniemi
2019-05-10,0.2,6.8,0.0,Rovaniemi
2019-05-11,0.0,6.4,0.0,Rovaniemi
2019-05-12,1.2,9.1,0.0,Rovaniemi
2019-05-13,3.7,8.5,0.0,Rovaniemi
2019-05-14,0.0,5.8,0.0,Rovaniemi
2019-05-15,0.3,12.0,0.0,Rovaniemi
2019-05-16,4.0,10.9,0.0,Rovaniemi
2019-05-17,0.0,6.0,0.0,Rovaniemi
2019-05-18,1.4,7.5,0.0,Rovaniemi
2019-05-19,0.0,8.2,0.0,Rovaniemi
2019-05-20,0.0,10.8,0.0,Rovaniemi
2019-05-21,0.0,7.0,0.0,Rovaniemi
2019-05-22,0.0,7.5,0.0,Rovaniemi
2019-05-23,2.1,11.6,0.0,Rovaniemi
2019-05-24,3.3,11.0,0.0,Rovaniemi
2019-05-25,0.3,4.9,0.0,Rovaniemi
2019-05-26,0.0,11.6,0.0,Rovaniemi
2019-05-27,0.0,6.4,0.0,Rovaniemi
2019-05-28,2.9,8.7,0.0,Rovaniemi
2019-05-29,4.4,9.5,0.0,Rovaniemi
2019-05-30,0.5,9.4,0.0,Rovaniemi
2019-05-31,0.7,9.1,0.0,Rovaniemi
2019-06-01,0.9,8.2,0.0,Rovaniemi
2019-06-02,0.8,12.2,0.0,Rovaniemi
2019-06-03,0.8,7.0,0.0,Rovaniemi
2019-06-04,1.0,9.9,0.0,Rovaniemi
2019-06-05,0.0,13.3,0.0,Rovaniemi
2019-06-06,0.1,12.4,0.0,Rovaniemi
2019-06-07,2.0,8.0,0.0,Rovaniemi
2019-06-08,3.0,6.7,0.0,Rovaniemi
2019-06-09,0.0,8.9,0.0,Rovaniemi
2019-06-10,1.6,6.3,0.0,Rovaniemi
2019-06-11,5.7,12.0,0.0,Rovaniemi
2019-06-12,0.0,10.7,0.0,Rovaniemi
2019-06-13,0.0,10.9,0.0,Rovaniemi
2019-06-14,0.6,13.2,0.0,Rovaniemi
2019-06-15,0.0,14.1,0.0,Rovaniemi
2019-06-16,0.0,12.6,0.0,Rovaniemi
2019-06-17,0.0,11.4,0.0,Rovaniemi
2019-06-18,0.0,10.2,0.0,Rovaniemi
2019-06-19,0.0,11.1,0.0,Rovaniemi
2019-06-20,3.2,12.5,0.0,Rovaniemi
2019-06-21,1.7,14.3,0.0,Rovaniemi
2019-06-22,0.0,8.5,0.0,Rovaniemi
2019-06-23,2.1,9.1,0.0,Rovaniemi
2019-06-24,1.3,11.9,0.0,Rovaniemi
2019-06-25,1.3,6.6,0.0,Rovaniemi
2019-06-26,0.0,12.5,0.0,Rovaniemi
2019-06-27,0.0,14.4,0.0,Rovaniemi
2019-06-28,0.8,17.6,0.0,Rovaniemi
2019-06-29,0.0,11.8,0.0,Rovaniemi
2019-06-30,0.2,13.7,0.0,Rovaniemi
2019-07-01,0.4,11.5,0.0,Rovaniemi
2019-07-02,7.2,15.4,0.0,Rovaniemi
2019-07-03,0.0,10.2,0.0,Rovaniemi
2019-07-04,1.3,12.0,0.0,Rovaniemi
2019-07-05,0.0,12.6,0.0,Rovaniemi
2019-07-06,0.0,11.9,0.0,Rovaniemi
2019-07-07,0.0,8.9,0.0,Rovaniemi
2019-07-08,2.8,7.3,0.0,Rovaniemi
2019-07-09,0.0,13.1,0.0,Rovaniemi
2019-07-10,7.2,11.0,0.0,Rovaniemi
2019-07-11,0.4,10.4,0.0,Rovaniemi
2019-07-12,1.5,12.3,0.0,Rovaniemi
2019-07-13,3.1,12.0,0.0,Rovaniemi
2019-07-14,0.3,10.6,0.0,Rovaniemi
2019-07-15,0.0,11.2,0.0,Rovaniemi
2019-07-16,0.6,8.1,0.0,Rovaniemi
2019-07-17,0.6,10.5,0.0,Rovaniemi
2019-07-18,0.0,5.1,0.0,Rovaniemi
2019-07-19,0.7,8.8,0.0,Rovaniemi
2019-07-20,1.7,10.4,0.0,Rovaniemi
2019-07-21,1.1,6.6,0.0,Rovaniemi
2019-07-22,0.2,8.5,0.0,Rovaniemi
2019-07-23,0.0,8.7,0.0,Rovaniemi
2019-07-24,0.5,5.4,0.0,Rovaniemi
2019-07-25,0.0,10.2,0.0,Rovaniemi
2019-07-26,0.0,8.0,0.0,Rovaniemi
2019-07-27,1.4,2.7,0.0,Rovaniemi
2019-07-28,0.3,6.9,0.0,Rovaniemi
2019-07-29,0.0,10.0,0.0,Rovaniemi
2019-07-30,1.5,6.1,0.0,Rovaniemi
2019-07-31,0.7,4.2,0.0,Rovaniemi
2019-08-01,0.0,4.2,0.0,Rovaniemi
2019-08-02,0.0,4.9,0.0,Rovaniemi
2019-08-03,3.8,1.9,0.0,Rovaniemi
2019-08-04,0.0,8.2,0.0,Rovaniemi
2019-08-05,8.1,6.7,0.0,Rovaniemi
2019-08-06,0.1,6.8,0.0,Rovaniemi
2019-08-07,1.1,-0.0,0.8,Rovaniemi
2019-08-08,0.0,3.7,0.0,Rovaniemi
2019-08-09,0.0,5.8,0.0,Rovaniemi
2019-08-10,0.0,0.4,0.0,Rovaniemi
2019-08-11,0.0,2.3,0.0,Rovaniemi
2019-08-12,1.2,-0.6,0.8,Rovaniemi
2019-08-13,0.0,3.9,0.0,Rovaniemi
2019-08-14,0.0,0.9,0.0,Rovaniemi
2019-08-15,0.0,0.8,0.0,Rovaniemi
2019-08-16,4.3,-2.1,3.0,Rovaniemi
2019-08-17,0.0,4.2,0.0,Rovaniemi
2019-08-18,0.0,0.1,0.0,Rovaniemi
2019-08-19,0.0,1.6,0.0,Rovaniemi
2019-08-20,3.5,0.2,0.0,Rovaniemi
2019-08-21,0.0,-3.4,0.0,Rovaniemi
2019-08-22,1.3,-5.6,0.9,Rovaniemi
2019-08-23,0.0,-2.3,0.9,Rovaniemi
2019-08-24,0.0,0.5,0.9,Rovaniemi
2019-08-25,0.0,-7.5,0.9,Rovaniemi
2019-08-26,0.0,1.9,0.9,Rovaniemi
2019-08-27,5.6,-1.3,4.8,Rovaniemi
2019-08-28,1.4,-3.3,5.8,Rovaniemi
2019-08-29,8.9,-4.5,12.0,Rovaniemi
2019-08-30,0.0,-2.4,12.0,Rovaniemi
2019-08-31,0.0,-8.0,12.0,Rovaniemi
2019-09-01,2.9,-4.3,14.0,Rovaniemi
2019-09-02,0.0,-5.0,14.0,Rovaniemi
2019-09-03,0.3,-1.7,14.3,Rovaniemi
2019-09-04,2.3,-7.5,15.9,Rovaniemi
2019-09-05,0.0,-6.9,15.9,Rovaniemi
2019-09-06,3.7,-7.6,18.4,Rovaniemi
2019-09-07,0.0,-9.1,18.4,Rovaniemi
2019-09-08,0.0,-4.5,18.4,Rovaniemi
2019-09-09,0.4,-11.1,18.7,Rovaniemi
2019-09-10,2.0,-12.9,20.1,Rovaniemi
2019-09-11,0.0,-8.9,20.1,Rovaniemi
2019-09-12,0.0,-11.7,20.1,Rovaniemi
2019-09-13,0.0,-9.7,20.1,Rovaniemi
2019-09-14,0.0,-9.2,20.1,Rovaniemi
2019-09-15,2.9,-10.8,22.2,Rovaniemi
2019-09-16,1.9,-11.5,23.5,Rovaniemi
2019-09-17,0.3,-17.2,23.7,Rovaniemi
2019-09-18,0.0,-11.0,23.7,Rovaniemi
2019-09-19,0.0,-12.3,23.7,Rovaniemi
2019-09-20,0.0,-8.6,23.7,Rovaniemi
2019-09-21,3.1,-10.8,25.9,Rovaniemi
2019-09-22,0.0,-17.8,25.9,Rovaniemi
2019-09-23,0.0,-11.9,25.9,Rovaniemi
2019-09-24,0.0,-18.2,25.9,Rovaniemi
2019-09-25,0.0,-13.3,25.9,Rovaniemi
2019-09-26,0.1,-12.1,26.0,Rovaniemi
2019-09-27,0.0,-11.5,26.0,Rovaniemi
2019-09-28,0.1,-17.6,26.0,Rovaniemi
2019-09-29,0.4,-15.2,26.3,Rovaniemi
2019-09-30,0.2,-14.9,26.4,Rovaniemi
2019-10-01,0.0,-16.6,26.4,Rovaniemi
2019-10-02,0.0,-22.4,26.4,Rovaniemi
2019-10-03,0.4,-18.2,26.7,Rovaniemi
2019-10-04,1.3,-17.6,27.6,Rovaniemi
2019-10-05,0.0,-19.4,27.6,Rovaniemi
2019-10-06,0.0,-22.0,27.6,Rovaniemi
2019-10-07,0.0,-20.7,27.6,Rovaniemi
2019-10-08,0.4,-18.3,27.9,Rovaniemi
2019-10-09,0.0,-20.0,27.9,Rovaniemi
2019-10-10,0.0,-20.2,27.9,Rovaniemi
2019-10-11,5.8,-22.4,31.9,Rovaniemi
2019-10-12,2.4,-21.1,33.6,Rovaniemi
2019-10-13,0.0,-27.8,33.6,Rovaniemi
2019-10-14,0.0,-23.0,33.6,Rovaniemi
2019-10-15,0.0,-24.2,33.6,Rovaniemi
2019-10-16,0.0,-23.6,33.6,Rovaniemi
2019-10-17,0.7,-26.9,34.1,Rovaniemi
2019-10-18,1.1,-23.4,34.8,Rovaniemi
2019-10-19,0.0,-19.9,34.8,Rovaniemi
2019-10-20,1.4,-24.9,35.8,Rovaniemi
2019-10-21,0.0,-25.3,35.8,Rovaniemi
2019-10-22,1.1,-19.5,36.6,Rovaniemi
2019-10-23,0.0,-28.5,36.6,Rovaniemi
2019-10-24,0.0,-25.2,36.6,Rovaniemi
2019-10-25,0.0,-22.8,36.6,Rovaniemi
2019-10-26,0.0,-28.1,36.6,Rovaniemi
2019-10-27,0.0,-25.3,36.6,Rovaniemi
2019-10-28,1.0,-27.3,37.3,Rovaniemi
2019-10-29,0.0,-30.7,37.3,Rovaniemi
2019-10-30,0.6,-28.8,37.7,Rovaniemi
2019-10-31,1.6,-28.8,38.8,Rovaniemi
2019-11-01,0.4,-30.6,39.1,Rovaniemi
2019-11-02,0.0,-33.3,39.1,Rovaniemi
2019-11-03,0.0,-30.6,39.1,Rovaniemi
2019-11-04,3.8,-33.6,41.7,Rovaniemi
2019-11-05,4.9,-28.8,45.2,Rovaniemi
2019-11-06,0.8,-29.0,45.7,Rovaniemi
2019-11-07,0.0,-33.8,45.7,Rovaniemi
2019-11-08,0.0,-30.7,45.7,Rovaniemi
2019-11-09,0.5,-34.5,46.1,Rovaniemi
2019-11-10,0.0,-32.3,46.1,Rovaniemi
2019-11-11,0.8,-33.3,46.7,Rovaniemi
2019-11-12,1.0,-30.7,47.4,Rovaniemi
2019-11-13,1.1,-36.2,48.2,Rovaniemi
2019-11-14,1.6,-29.9,49.3,Rovaniemi
2019-11-15,0.0,-29.5,49.3,Rovaniemi
2019-11-16,0.5,-33.1,49.7,Rovaniemi
2019-11-17,0.3,-36.4,49.9,Rovaniemi
2019-11-18,0.0,-38.4,49.9,Rovaniemi
2019-11-19,2.9,-30.6,51.9,Rovaniemi
2019-11-20,2.1,-28.6,53.3,Rovaniemi
2019-11-21,5.8,-33.6,57.4,Rovaniemi
2019-11-22,0.1,-36.8,57.5,Rovaniemi
2019-11-23,0.0,-36.8,57.5,Rovaniemi
2019-11-24,0.0,-31.3,57.5,Rovaniemi
2019-11-25,0.6,-34.0,57.9,Rovaniemi
2019-11-26,2.5,-37.0,59.7,Rovaniemi
2019-11-27,1.3,-28.9,60.5,Rovaniemi
2019-11-28,5.8,-32.2,64.6,Rovaniemi
2019-11-29,0.7,-33.6,65.1,Rovaniemi
2019-11-30,0.8,-36.5,65.7,Rovaniemi
2019-12-01,0.3,-32.1,65.8,Rovaniemi
2019-12-02,0.0,-33.1,65.8,Rovaniemi
2019-12-03,2.9,-35.7,67.9,Rovaniemi
2019-12-04,0.8,-32.8,68.4,Rovaniemi
2019-12-05,0.0,-32.9,68.4,Rovaniemi
2019-12-06,2.0,-35.0,69.8,Rovaniemi
2019-12-07,0.0,-38.6,69.8,Rovaniemi
2019-12-08,4.3,-38.3,70.0,Rovaniemi
2019-12-09,3.9,-39.8,70.0,Rovaniemi
2019-12-10,0.0,-32.6,70.0,Rovaniemi
2019-12-11,7.4,-39.6,70.0,Rovaniemi
2019-12-12,0.0,-35.9,70.0,Rovaniemi
2019-12-13,0.0,-39.9,70.0,Rovaniemi
2019-12-14,0.1,-31.8,70.0,Rovaniemi
2019-12-15,3.8,-38.9,70.0,Rovaniemi
2019-12-16,0.0,-35.2,70.0,Rovaniemi
2019-12-17,3.5,-39.9,70.0,Rovaniemi
2019-12-18,0.2,-33.8,70.0,Rovaniemi
2019-12-19,0.0,-33.3,70.0,Rovaniemi
2019-12-20,1.0,-35.9,70.0,Rovaniemi
2019-12-21,0.2,-36.1,70.0,Rovaniemi
2019-12-22,2.5,-33.8,70.0,Rovaniemi
2019-12-23,0.7,-37.3,70.0,Rovaniemi
2019-12-24,1.8,-33.0,70.0,Rovaniemi
2019-12-25,0.9,-35.0,70.0,Rovaniemi
2019-12-26,0.9,-39.6,70.0,Rovaniemi
2019-12-27,0.0,-30.9,70.0,Rovaniemi
2019-12-28,0.0,-35.0,70.0,Rovaniemi
2019-12-29,3.6,-36.2,70.0,Rovaniemi
2019-12-30,0.0,-34.9,70.0,Rovaniemi
2019-12-31,0.6,-37.0,70.0,Rovaniemi
2020-01-01,1.4,-35.9,70.0,Rovaniemi
2020-01-02,1.2,-33.5,70.0,Rovaniemi
2020-01-03,6.3,-33.7,70.0,Rovaniemi
2020-01-04,0.0,-33.7,70.0,Rovaniemi
2020-01-05,0.4,-36.7,70.0,Rovaniemi
2020-01-06,0.0,-37.2,70.0,Rovaniemi
2020-01-07,0.1,-34.0,70.0,Rovaniemi
2020-01-08,0.5,-32.9,70.0,Rovaniemi
2020-01-09,0.7,-36.5,70.0,Rovaniemi
2020-01-10,0.0,-35.1,70.0,Rovaniemi
2020-01-11,0.0,-33.4,70.0,Rovaniemi
2020-01-12,5.0,-34.5,70.0,Rovaniemi
2020-01-13,0.0,-31.2,70.0,Rovaniemi
2020-01-14,0.8,-37.2,70.0,Rovaniemi
2020-01-15,0.0,-37.4,70.0,Rovaniemi
2020-01-16,0.9,-30.8,70.0,Rovaniemi
2020-01-17,0.1,-31.8,70.0,Rovaniemi
2020-01-18,0.1,-33.0,70.0,Rovaniemi
2020-01-19,2.3,-33.8,70.0,Rovaniemi
2020-01-20,1.2,-31.6,70.0,Rovaniemi
2020-01-21,1.2,-32.1,70.0,Rovaniemi
2020-01-22,1.7,-31.6,70.0,Rovaniemi
2020-01-23,0.0,-32.3,70.0,Rovaniemi
2020-01-24,0.5,-30.6,70.0,Rovaniemi
2020-01-25,0.3,-29.4,70.0,Rovaniemi
2020-01-26,1.1,-29.2,70.0,Rovaniemi
2020-01-27,0.2,-30.0,70.0,Rovaniemi
2020-01-28,1.2,-30.9,70.0,Rovaniemi
2020-01-29,0.0,-29.5,70.0,Rovaniemi
2020-01-30,0.6,-27.4,70.0,Rovaniemi
2020-01-31,0.0,-30.5,70.0,Rovaniemi
2020-02-01,0.0,-30.5,70.0,Rovaniemi
2020-02-02,0.0,-28.3,70.0,Rovaniemi
2020-02-03,0.0,-27.4,70.0,Rovaniemi
2020-02-04,1.1,-29.2,70.0,Rovaniemi
2020-02-05,0.0,-27.5,70.0,Rovaniemi
2020-02-06,0.0,-30.5,70.0,Rovaniemi
2020-02-07,0.0,-28.1,70.0,Rovaniemi
2020-02-08,0.8,-23.9,70.0,Rovaniemi
2020-02-09,0.0,-25.9,70.0,Rovaniemi
2020-02-10,0.0,-28.7,70.0,Rovaniemi
2020-02-11,0.8,-28.1,70.0,Rovaniemi
2020-02-12,0.0,-29.6,70.0,Rovaniemi
2020-02-13,0.8,-22.0,70.0,Rovaniemi
2020-02-14,0.2,-28.3,70.0,Rovaniemi
2020-02-15,0.1,-31.7,70.0,Rovaniemi
2020-02-16,0.0,-28.6,70.0,Rovaniemi
2020-02-17,0.1,-24.6,70.0,Rovaniemi
2020-02-18,1.0,-26.2,70.0,Rovaniemi
2020-02-19,1.5,-23.7,70.0,Rovaniemi
2020-02-20,0.0,-22.8,70.0,Rovaniemi
2020-02-21,0.0,-24.8,70.0,Rovaniemi
2020-02-22,3.3,-25.2,70.0,Rovaniemi
2020-02-23,0.0,-20.2,70.0,Rovaniemi
2020-02-24,0.7,-21.4,70.0,Rovaniemi
2020-02-25,0.0,-28.5,70.0,Rovaniemi
2020-02-26,0.3,-25.2,70.0,Rovaniemi
2020-02-27,0.0,-25.5,70.0,Rovaniemi
2020-02-28,0.0,-21.0,70.0,Rovaniemi
2020-02-29,0.2,-19.7,70.0,Rovaniemi
2020-03-01,0.0,-20.2,70.0,Rovaniemi
2020-03-02,0.0,-21.0,70.0,Rovaniemi
2020-03-03,0.1,-16.5,70.0,Rovaniemi
2020-03-04,0.1,-17.8,70.0,Rovaniemi
2020-03-05,0.2,-20.5,70.0,Rovaniemi
2020-03-06,1.9,-19.9,70.0,Rovaniemi
2020-03-07,0.3,-19.3,70.0,Rovaniemi
2020-03-08,0.0,-17.9,70.0,Rovaniemi
2020-03-09,0.1,-16.5,70.0,Rovaniemi
2020-03-10,0.0,-15.1,70.0,Rovaniemi
2020-03-11,0.2,-17.8,70.0,Rovaniemi
2020-03-12,0.0,-18.7,70.0,Rovaniemi
2020-03-13,3.2,-13.9,70.0,Rovaniemi
2020-03-14,1.3,-12.4,70.0,Rovaniemi
2020-03-15,1.8,-9.8,70.0,Rovaniemi
2020-03-16,1.4,-12.7,70.0,Rovaniemi
2020-03-17,0.0,-15.1,70.0,Rovaniemi
2020-03-18,0.0,-11.3,70.0,Rovaniemi
2020-03-19,0.0,-12.8,70.0,Rovaniemi
2020-03-20,0.0,-15.4,70.0,Rovaniemi
2020-03-21,2.4,-11.7,70.0,Rovaniemi
2020-03-22,5.9,-10.5,70.0,Rovaniemi
2020-03-23,0.8,-7.2,70.0,Rovaniemi
2020-03-24,0.4,-10.1,70.0,Rovaniemi
2020-03-25,0.4,-11.9,70.0,Rovaniemi
2020-03-26,0.8,-14.2,70.0,Rovaniemi
2020-03-27,0.0,-12.1,70.0,Rovaniemi
2020-03-28,0.4,-11.1,70.0,Rovaniemi
2020-03-29,0.0,-4.1,70.0,Rovaniemi
2020-03-30,1.0,-8.3,70.0,Rovaniemi
2020-03-31,0.9,-7.6,70.0,Rovaniemi
2020-04-01,0.9,-4.3,70.0,Rovaniemi
2020-04-02,0.2,-5.1,70.0,Rovaniemi
2020-04-03,0.0,-6.8,70.0,Rovaniemi
2020-04-04,0.8,-2.9,70.0,Rovaniemi
2020-04-05,0.8,-7.1,70.0,Rovaniemi
2020-04-06,0.8,-4.3,70.0,Rovaniemi
2020-04-07,0.8,-7.7,70.0,Rovaniemi
2020-04-08,2.9,-3.5,70.0,Rovaniemi
2020-04-09,1.0,-1.2,70.0,Rovaniemi
2020-04-10,0.7,-1.2,70.0,Rovaniemi
2020-04-11,1.5,-0.8,70.0,Rovaniemi
2020-04-12,0.3,4.6,57.0,Rovaniemi
2020-04-13,0.2,-2.9,57.2,Rovaniemi
2020-04-14,0.0,-4.1,57.2,Rovaniemi
